floors,waterfront,lat,bedrooms,view,bathrooms,sqm_living15,mean_price_zip,grade,sqm_living,price,renovated
1.5,no,47.6872,2,0,1,129.13517,613701.2131147541,7,196.02533,425e3,no
1,no,47.6621,3,1,1.75,205.31563,784243.0384615385,8,205.31563,685e3,no
2,no,47.5471,3,0,2.5,230.39944,823864.6043956043,8,219.25108,75e4,no
1,no,47.4949,4,0,1.5,131.92226,307446.02040816325,6,118.91584,245e3,no
1,no,47.5816,6,2,3.75,180.23182,661249.6142857143,7,254.55422,585444,no
2,no,47.6962,4,0,2.5,267.56064,784243.0384615385,9,254.55422,706e3,no
1.5,no,47.5067,4,0,2,132.85129,369028.14285714284,7,244.33489,445e3,yes
1,no,47.2904,3,0,2,173.72861,306381.61176470586,7,153.28995,241e3,no
2,yes,47.7345,2,4,2.5,223.89623,449624.4382022472,8,164.43831,1175e3,yes
1.5,no,47.5677,3,0,1,139.3545,439572.8846153846,7,139.3545,53e4,no
1,no,47.7352,3,0,1.5,138.42547,383673.5,7,132.85129,35e4,no
2,yes,47.5115,4,4,3.75,212.74787,307446.02040816325,10,296.36057,17e5,no
1,no,47.7677,3,0,1,120.7739,578818.5185185185,7,118.91584,389e3,no
2,no,47.6788,4,0,2.75,183.94794,624118.4778761062,7,222.03817,799e3,no
1,no,47.6408,4,3,2.5,293.57348,791810.5652173914,9,375.32812,14e5,no
1,no,47.734,2,0,1,139.3545,449624.4382022472,7,85.47076,340895,no
2,no,47.6227,4,2,2.5,255.48325,697143.3921568628,9,253.62519,78e4,no
1,no,47.2755,2,0,1.5,122.63195999999999,260301.53333333333,7,122.63195999999999,35e4,no
2,no,47.5328,3,0,2.5,219.25108,567274.9838709678,7,243.40586,47e4,no
2,no,47.7336,4,0,3,295.43154,578818.5185185185,11,295.43154,914600,no
2,no,47.3663,4,0,2.5,269.4187,297059.9894736842,8,269.4187,354e3,no
1.5,no,47.6831,5,0,2,196.02533,784243.0384615385,6,176.5157,47e4,no
1,no,47.6558,3,0,2,152.36092,613701.2131147541,7,163.50928,715e3,no
1,no,47.5466,2,0,1,152.36092,343002.77142857143,6,70.60628,265e3,no
2,no,47.6696,4,2,3,368.82491,878821.4772727273,10,344.67013,2537e3,no
1,no,47.6857,3,0,1,139.3545,613701.2131147541,7,142.14159,64e4,no
2,no,47.5131,4,0,1.75,158.86413,239918.6274509804,7,184.87697,29e4,no
1,no,47.7597,5,0,4.75,255.48325,707649.0384615385,8,355.81849,48e4,no
1,no,47.5959,3,1,2,196.95436,661249.6142857143,7,189.52212,535e3,no
1,no,47.6537,3,0,1.75,183.94794,784243.0384615385,8,201.59951,907e3,no
1,no,47.7148,3,0,1.75,128.20614,566253.814159292,7,150.50286,459e3,no
1,no,47.6191,3,3,2.5,262.91549,646878.3333333334,9,334.4508,1355e3,yes
1,no,47.3632,3,0,1.5,146.78674,291361.8301886792,7,136.56741,264950,no
1.5,no,47.6598,3,0,1,122.63195999999999,613701.2131147541,6,163.50928,352950,no
1,no,47.5413,3,0,2.25,186.73503,823864.6043956043,8,207.17369,491500,no
2,no,47.6463,4,0,3.5,297.2896,623492.8571428572,10,350.24431,1229e3,no
1,no,47.7362,3,0,1,123.56099,449624.4382022472,7,111.4836,369500,no
2,no,47.686,3,0,2.5,234.11556,659656.5158730159,9,194.16727,566e3,no
1,no,47.4621,3,0,2.25,137.49644,305465.86,7,139.3545,29e4,no
2,no,47.6232,5,4,5,427.3538,1406411.111111111,12,743.224,535e4,no
1,no,47.369,3,0,1,78.03852,297059.9894736842,6,80.82561,18e4,yes
1,no,47.771,2,0,1,149.57383,383673.5,6,93.83203,215e3,no
1,no,47.771,2,0,1,149.57383,383673.5,6,93.83203,302e3,no
1,no,47.3855,3,0,1.75,138.42547,321275.95238095237,7,172.79958,352500,no
1,no,47.496,4,0,2,106.83845,397054.58695652173,5,123.56099,235867,no
2,no,47.624,3,0,2.25,193.23824,697143.3921568628,8,163.50928,5e5,no
2,no,47.7462,3,0,2.25,163.50928,393761.35135135136,7,167.2254,382e3,no
1.5,no,47.6903,5,0,2.5,111.4836,591939.4716981133,7,157.00607,515e3,no
1,no,47.5723,1,0,1,144.92867999999999,661249.6142857143,6,61.315979999999996,25e4,no
1.5,no,47.6876,3,0,2.25,143.07062,591939.4716981133,7,222.9672,672500,no
2,no,47.6897,3,0,2.25,230.39944,659656.5158730159,9,280.56706,755e3,no
2,no,47.627,3,2,1,169.08346,898288.8888888889,7,139.3545,707500,no
1,no,47.6882,4,0,2,144.92867999999999,591939.4716981133,6,144.92867999999999,459e3,no
1.5,no,47.3748,3,0,1,128.20614,239252.9411764706,7,101.26427,14e4,no
1,no,47.6667,2,0,1,190.45115,613701.2131147541,7,90.11591,495e3,no
2,no,47.5534,3,0,3.25,274.06385,571317.8039215687,9,296.36057,757e3,no
2,no,47.5534,3,0,3.25,274.06385,571317.8039215687,9,296.36057,765e3,no
1,no,47.7055,4,0,1.5,140.28353,459288.5595238095,7,175.58667,359e3,no
1,no,47.5473,3,0,1,128.20614,532618.6666666666,6,97.54814999999999,44e4,no
1,no,47.7224,4,0,1.5,151.43189,383673.5,7,129.13517,4e5,no
1,no,47.6785,3,0,2,137.49644,591939.4716981133,7,157.9351,652e3,no
1,no,47.4574,3,0,1.75,113.34166,458176.52,7,97.54814999999999,26e4,no
1,no,47.5421,5,2,3,305.65087,1201941.3333333333,9,310.29602,1328e3,yes
1,no,47.5326,4,0,2,129.13517,599153.8571428572,6,143.07062,519500,no
1.5,no,47.6861,3,0,1,115.19972,613701.2131147541,7,158.86413,65e4,no
2,no,47.3251,4,0,2.25,195.09629999999999,292943.45454545453,8,195.09629999999999,28e4,no
1,no,47.6219,4,0,1.75,193.23824,623492.8571428572,8,160.72219,515e3,no
2,no,47.7159,3,0,2.25,136.56741,566253.814159292,7,139.3545,4e5,no
2,no,47.6297,3,0,2.5,248.05101,697143.3921568628,9,221.10914,652100,no
2,no,47.3054,6,0,3,205.687242,292943.45454545453,7,202.52854,235e3,no
2,no,47.5575,4,0,1.5,170.01248999999999,387908.23711340205,8,170.94152,701e3,no
2,no,47.6993,4,0,2.5,264.77355,659656.5158730159,9,217.48592299999999,64e4,no
2,no,47.6866,3,0,2.5,148.6448,688772.3037974683,7,157.00607,455800,no
2,no,47.6442,3,0,2.5,227.61235,489906.25,8,231.32847,504750,no
2,no,47.6104,3,0,3,226.68332,697143.3921568628,9,226.68332,483e3,no
1,yes,47.4781,3,2,0.75,107.953286,420002.0588235294,6,85.47076,53e4,no
1,no,47.4814,2,0,1,137.49644,369028.14285714284,6,95.69009,25e4,no
1,no,47.3155,5,0,2.75,182.08988,306381.61176470586,7,185.806,229950,no
2,no,47.6067,4,0,3.5,366.96685,697143.3921568628,9,391.12163,884744,no
1,no,47.6681,3,0,1.5,149.57383,659656.5158730159,7,149.57383,514e3,no
1,no,47.4672,3,0,2.25,217.39302,599153.8571428572,8,177.44473,532e3,no
2,no,47.4981,4,0,2.5,221.10914,462353.45,8,247.12198,423e3,no
1,no,47.5649,2,2,1,130.99323,439572.8846153846,6,76.18046,42e4,no
1,no,47.737,3,0,1.75,202.52854,503016.125,8,160.72219,521e3,no
2,no,47.6988,4,0,2.25,219.25108,784243.0384615385,8,219.25108,577e3,no
1,no,47.603,3,0,1,116.12875,623492.8571428572,7,90.11591,425e3,no
2,no,47.7719,4,0,2.5,269.4187,453101.8181818182,8,228.54138,495e3,no
2,no,47.3026,3,0,2.5,238.76071,306381.61176470586,9,249.90906999999999,34e4,no
2,no,47.596,3,0,3.5,143.99965,661249.6142857143,8,169.08346,499950,no
2,no,47.5917,4,2,3,224.82526,621633.3561643836,9,322.37341,1218e3,no
1,no,47.5259,4,2,2.75,228.54138,397054.58695652173,8,313.08311,72e4,no
1,no,47.4216,3,0,1.5,133.78032,294126.1052631579,7,157.9351,249e3,no
1,no,47.3527,3,0,1,153.28995,291361.8301886792,7,124.49002,206135,no
2,no,47.444,5,0,2.75,115.19972,305465.86,7,185.806,3e5,no
1.5,no,47.506,6,3,3,201.59951,307446.02040816325,8,356.74752,612e3,no
2,no,47.7291,5,2,2.5,293.57348,686432.509090909,10,361.39267,1102030,yes
1.5,no,47.2964,4,0,2,107.76748,306381.61176470586,7,113.34166,23e4,no
1,no,47.6378,3,2,1,177.44473,814704.575,8,211.81884,85e4,no
1,no,47.3396,4,0,2.5,198.81242,260301.53333333333,7,257.34131,355e3,no
2,no,47.5148,4,0,2.5,238.76071,462353.45,9,234.11556,442e3,no
2,no,47.3786,4,0,3,284.28318,297059.9894736842,8,284.28318,399e3,no
2,no,47.2593,4,0,2.5,241.5478,343325.1168831169,9,222.03817,36e4,no
1,no,47.4425,3,0,1.75,187.66406,381094.8823529412,8,122.63195999999999,39e4,no
1,no,47.7752,5,0,2.5,217.39302,503016.125,8,269.4187,413e3,no
1,no,47.5294,2,0,1,94.76106,387908.23711340205,6,65.0321,19e4,no
2,no,47.4849,3,0,2.5,225.75429,417477.0256410256,8,205.31563,432900,no
2,no,47.6482,3,0,2.25,213.6769,697143.3921568628,9,202.52854,621138,no
1.5,no,47.4203,3,0,2.25,193.23824,297059.9894736842,7,193.23824,27e4,no
1,no,47.5739,4,0,2.25,270.34773,812857.2692307692,8,194.16727,61e4,no
1,no,47.559,3,2,2,163.50928,343002.77142857143,7,159.79316,5e5,no
1,no,47.6627,4,0,2.25,209.03175,688772.3037974683,8,228.54138,715e3,no
1,no,47.3658,3,0,1.5,163.50928,297059.9894736842,7,136.56741,264e3,no
1.5,no,47.6209,3,0,1.75,139.3545,987083.3333333334,8,153.28995,55e4,no
1,no,47.3724,3,0,2,194.16727,297059.9894736842,8,157.00607,337e3,no
1,no,47.4167,3,0,1,118.91584,321275.95238095237,6,90.11591,17e4,no
1,no,47.7321,4,0,2.5,180.23182,566253.814159292,7,188.59309,405e3,no
1,no,47.7185,4,0,2.5,259.19937,659656.5158730159,10,235.97362,775e3,no
1,no,47.7223,3,0,2.25,157.9351,566253.814159292,7,145.85771,425e3,no
2,no,47.5943,5,2,2.75,208.10272,623492.8571428572,8,239.68974,713e3,no
1,no,47.5968,5,0,2.5,231.32847,646878.3333333334,8,194.16727,555e3,no
2,no,47.5453,4,0,2.5,279.63803,571317.8039215687,9,302.86378,81e4,no
2,no,47.7237,4,0,3.75,520.2568,707649.0384615385,11,355.81849,125e4,no
2,no,47.6491,3,2,3.5,189.52212,791810.5652173914,8,197.88339,819e3,no
2,no,47.5389,3,0,2.5,157.00607,322755.4054054054,8,157.00607,409900,no
2,no,47.6132,2,0,2.5,215.53496,1406411.111111111,9,165.36734,935e3,no
1,no,47.6981,4,3,1.75,201.59951,591939.4716981133,7,150.50286,657500,no
2,no,47.5211,6,0,3.75,354.88946,462353.45,9,391.12163,9e5,no
2.5,no,47.6919,5,0,3.25,155.14801,624118.4778761062,9,276.85094,932800,yes
1,no,47.5455,3,0,2,203.45757,823864.6043956043,8,138.42547,391e3,no
2,no,47.4979,4,0,2.5,153.28995,462353.45,8,196.02533,42e4,no
2,no,47.6078,6,0,3.5,242.47683,845423.4871794871,10,609.722389,13e5,no
1,no,47.751,3,0,1.5,144.92867999999999,383673.5,8,140.28353,415e3,no
1,no,47.5038,3,0,1.75,155.14801,369028.14285714284,8,170.01248999999999,35e4,no
2,no,47.6684,2,0,1,154.21898,550494.7272727273,7,114.27069,375e3,no
1,no,47.673,3,2,1.75,328.87662,784243.0384615385,8,202.52854,86e4,no
1,no,47.5491,4,0,2.25,206.24466,823864.6043956043,8,206.24466,495e3,no
1,no,47.3386,4,0,2.25,143.99965,260301.53333333333,7,160.72219,25e4,no
1,no,47.439,4,0,2.25,222.9672,381094.8823529412,8,184.87697,365e3,no
1,no,47.7163,3,0,2.75,143.07062,566253.814159292,7,143.07062,503e3,no
1,no,47.4752,2,0,1,129.13517,381094.8823529412,6,102.1933,15e4,no
1,no,47.6684,4,0,1.75,131.92226,878821.4772727273,7,152.36092,45e4,no
2,no,47.2609,4,0,3,236.90265,260301.53333333333,8,240.61877,355e3,no
2,no,47.346,3,0,2,177.44473,292943.45454545453,7,134.70935,245e3,no
1,no,47.4053,3,0,2,159.79316,294126.1052631579,7,109.62554,265900,no
1,no,47.4339,4,0,2.5,170.94152,381094.8823529412,7,169.08346,299e3,no
2,no,47.5318,4,0,2.25,264.77355,1201941.3333333333,10,219.25108,957500,no
1,no,47.7143,3,0,1,124.49002,566253.814159292,7,104.05136,343e3,no
2,no,47.3646,3,0,2.25,183.483425,358796.1967213115,7,152.918338,307500,no
2,no,47.5364,5,3,3.75,366.96685,567274.9838709678,10,391.12163,937500,no
1,no,47.7591,3,0,3,117.05778,707649.0384615385,8,230.39944,61e4,no
1,no,47.5244,3,2,1.5,193.23824,532618.6666666666,8,147.71577,72e4,no
1.5,no,47.6515,4,0,2,123.56099,613701.2131147541,7,197.88339,61e4,no
1,no,47.7335,3,0,1.75,144.92867999999999,566253.814159292,7,153.28995,434500,no
1,no,47.4291,2,0,2.5,172.79958,381094.8823529412,10,287.07027,602500,no
2,no,47.5553,4,0,2.5,202.52854,387908.23711340205,8,202.52854,607010,no
1,no,47.686,3,0,1,122.63195999999999,591939.4716981133,7,167.2254,61e4,no
2,no,47.7582,4,0,2.5,345.59916,578818.5185185185,10,345.59916,828500,no
1,no,47.329,3,0,1,104.05136,306381.61176470586,6,102.1933,199990,no
1,no,47.3643,3,0,1.75,137.49644,358796.1967213115,7,142.14159,294e3,no
2,no,47.6647,4,0,2.5,268.48967,659656.5158730159,9,279.63803,789500,no
2,no,47.5807,3,0,3.5,326.08953,812857.2692307692,10,325.1605,797e3,no
2,no,47.5369,5,0,3,228.54138,567274.9838709678,7,287.9993,539950,no
1,no,47.3708,4,0,1.5,180.23182,321275.95238095237,7,185.806,284950,no
1,no,47.6888,4,0,1.5,176.5157,784243.0384615385,7,212.74787,776500,yes
1,no,47.7104,4,0,2.5,188.59309,566253.814159292,7,222.9672,525e3,no
2,no,47.3311,3,0,2.5,222.9672,343325.1168831169,8,171.87055,303e3,no
2,no,47.6272,3,0,3.25,211.81884,697143.3921568628,9,341.88304,722080,no
1,no,47.3699,3,0,1,122.63195999999999,321275.95238095237,7,98.47718,14e4,no
1,no,47.3699,3,0,1,122.63195999999999,321275.95238095237,7,98.47718,235e3,no
1.5,no,47.698,3,0,1,111.4836,613701.2131147541,7,149.57383,44e4,yes
1.5,no,47.5765,3,0,1.75,148.6448,439572.8846153846,7,216.46399,605e3,no
1,no,47.5625,2,0,1,128.20614,343002.77142857143,8,112.41263,38e4,no
1,no,47.5308,4,0,1,102.1933,322755.4054054054,7,142.14159,352e3,no
1,no,47.7559,4,0,2.25,232.2575,578818.5185185185,7,210.88981,42e4,no
2,no,47.647,4,2,2,235.04459,791810.5652173914,10,240.61877,1175e3,no
1,no,47.6194,3,0,1.5,281.49609,1406411.111111111,8,171.87055,1375e3,no
1.5,no,47.495,3,0,1.5,117.98681,239918.6274509804,6,139.3545,3e5,no
2,no,47.6624,4,0,3.25,445.9344,688772.3037974683,11,440.36021999999997,115e4,no
1,no,47.5286,2,1,1.5,142.14159,532618.6666666666,7,158.86413,453500,no
1,no,47.7735,3,0,2,206.24466,686432.509090909,8,178.37376,443500,no
1,no,47.737,2,0,1,120.7739,449624.4382022472,7,106.83845,332e3,no
2,no,47.591,3,0,2.5,209.03175,812857.2692307692,8,215.53496,655e3,no
1.5,no,47.6844,4,0,1,131.92226,624118.4778761062,7,131.92226,475e3,no
1,no,47.4711,3,0,1.75,151.43189,417477.0256410256,7,143.99965,372500,no
1,no,47.5947,4,3,2.5,298.21863,661249.6142857143,8,271.27676,105e4,yes
1,no,47.6743,3,0,1.75,146.78674,624118.4778761062,7,150.50286,5e5,no
1.5,no,47.5833,6,0,2.75,252.69616,1201941.3333333333,9,213.6769,9e5,yes
1,no,47.5427,3,0,1,129.13517,387908.23711340205,7,99.40621,327500,no
1,no,47.7429,3,0,1.75,154.21898,393761.35135135136,7,166.29637,39e4,yes
2,no,47.6214,2,0,1.5,140.28353,623492.8571428572,8,140.28353,451101,no
1.5,no,47.5658,4,2,1,176.5157,621633.3561643836,7,124.49002,455e3,no
2,no,47.3432,4,0,2.5,311.22505,457073.5238095238,10,311.22505,65e4,no
2,no,47.6393,3,0,2.5,230.39944,1166261.32,10,232.2575,895e3,no
1,no,47.5743,4,1,2.25,218.32205,1201941.3333333333,7,218.32205,8e5,no
2,no,47.5623,4,0,2.25,236.90265,823864.6043956043,9,236.90265,703770,no
1,no,47.2844,3,0,1.75,156.07704,240227.44444444444,7,122.63195999999999,249950,no
1,no,47.6694,2,0,2,127.27711,878821.4772727273,6,117.98681,512e3,no
1,no,47.4961,5,0,2.5,242.47683,599153.8571428572,8,323.30244,78e4,no
2,no,47.2621,3,0,2.25,212.74787,343325.1168831169,8,261.98646,336e3,no
1.5,no,47.504,3,0,2,125.41905,307446.02040816325,6,196.02533,285e3,no
1,no,47.3717,3,0,1.75,157.9351,239252.9411764706,7,102.1933,229900,no
1.5,no,47.5718,4,0,3,154.21898,621633.3561643836,8,178.37376,667500,no
1,no,47.4491,4,0,2.5,129.13517,417477.0256410256,7,175.58667,378e3,no
2,no,47.46,3,0,2.5,160.72219,417477.0256410256,8,235.04459,454e3,no
2,no,47.5928,4,0,2.5,236.90265,812857.2692307692,7,236.90265,537500,no
1.5,no,47.5387,3,0,1,147.71577,387908.23711340205,6,143.99965,425e3,no
1,no,47.3836,3,0,2,240.61877,291361.8301886792,7,163.50928,29e4,no
1,no,47.6099,3,0,2,154.21898,616381.3461538461,7,117.98681,349500,no
2,no,47.5554,3,0,2.75,141.21256,532618.6666666666,7,116.12875,37e4,no
1,no,47.703,3,0,1.75,189.52212,459288.5595238095,8,150.50286,549500,no
1,no,47.5165,2,0,1,68.74822,439572.8846153846,6,65.96113,245e3,no
1,no,47.3134,3,0,1.75,137.49644,457073.5238095238,7,99.40621,208e3,no
1,no,47.3627,4,0,2.25,183.01891,239252.9411764706,8,215.53496,248e3,no
1.5,no,47.351,4,0,3.25,260.1284,297059.9894736842,9,506.32135,61e4,no
2,no,47.7667,4,0,2.5,177.44473,449624.4382022472,8,155.14801,55e4,no
2,no,47.4881,3,2,2.75,146.78674,417477.0256410256,10,279.63803,75e4,no
1,no,47.4785,2,0,1.75,183.94794,305465.86,6,124.49002,192e3,no
1,no,47.6248,2,2,1,157.9351,1166261.32,7,73.39337,169317,no
2.5,no,47.6258,4,0,3.5,188.59309,1166261.32,10,315.8702,1198e3,no
1.5,no,47.6325,2,0,1,245.26391999999998,1166261.32,7,142.14159,88e4,no
1,no,47.7234,1,0,1,120.7739,383673.5,6,86.39979,21e4,no
1,no,47.4676,3,0,1.5,148.6448,381094.8823529412,7,143.07062,180500,no
2,no,47.6471,4,0,2,214.60593,697143.3921568628,9,184.87697,54e4,no
1,no,47.7455,3,0,1.75,241.5478,578818.5185185185,9,213.6769,52e4,no
1,no,47.4904,3,0,1.5,154.21898,305465.86,7,113.34166,177500,no
1,no,47.5119,3,2,1.75,218.32205,387908.23711340205,8,221.10914,415e3,no
1,no,47.7289,4,0,2.5,150.50286,566253.814159292,7,187.66406,495e3,no
1,no,47.4838,3,0,2.25,146.78674,239918.6274509804,8,175.58667,325e3,no
1,no,47.6819,2,0,1.75,136.56741,659656.5158730159,7,123.56099,44e4,no
1,no,47.7626,3,0,1.75,170.94152,449624.4382022472,7,138.42547,411e3,no
2,no,47.5484,5,0,3.5,188.59309,387908.23711340205,9,329.80565,81e4,no
1,no,47.588,5,2,1.75,181.16085,646878.3333333334,7,189.52212,561750,no
1,no,47.5984,4,0,2.5,269.4187,845423.4871794871,9,221.10914,835100,no
1,no,47.7286,3,0,2.25,181.16085,566253.814159292,8,165.36734,45e4,no
2,no,47.4328,3,0,2.5,135.63838,305465.86,7,153.28995,238e3,no
1,no,47.3192,3,0,1,123.56099,260301.53333333333,7,140.28353,299e3,no
1,no,47.6446,2,0,1,116.12875,791810.5652173914,7,102.1933,57e4,no
2,no,47.3845,3,0,1.75,288.92833,297059.9894736842,8,203.45757,34e4,no
1.5,no,47.5803,2,0,1.75,128.20614,621633.3561643836,6,163.50928,45e4,no
1,no,47.4982,4,0,1.5,165.36734,369028.14285714284,7,167.2254,272750,no
2,no,47.6956,4,0,2,148.6448,624118.4778761062,6,185.806,52e4,no
1,no,47.4887,3,0,1,135.63838,462353.45,7,91.97397,284950,no
1,no,47.4577,2,0,1.5,184.87697,262463.7931034483,7,137.49644,255e3,no
1,no,47.4832,2,0,1,111.4836,239918.6274509804,7,111.4836,231500,no
2.5,no,47.6331,1,2,2,216.46399,489906.25,8,278.709,415e3,no
2,no,47.3012,4,0,2.5,259.19937,260301.53333333333,7,325.532112,33e4,no
1,no,47.737,3,0,1.5,189.52212,453101.8181818182,7,120.7739,365e3,no
1.5,no,47.401,4,0,2,164.43831,321275.95238095237,7,123.56099,425e3,yes
1,no,47.5525,4,0,1.75,149.57383,343002.77142857143,7,171.87055,4e5,no
2,no,47.3086,4,0,2.5,208.10272,306381.61176470586,9,208.10272,335e3,no
2,no,47.5943,3,0,3,165.36734,661249.6142857143,7,117.05778,342e3,no
2,no,47.6086,8,0,5,167.2254,616381.3461538461,8,260.1284,49e4,no
1,no,47.4757,4,0,1.75,133.78032,462353.45,7,169.08346,331500,no
3,yes,47.645,3,4,2.5,217.39302,697143.3921568628,8,160.72219,96e4,no
2,no,47.6506,4,0,2.5,243.40586,688772.3037974683,9,311.22505,720500,no
2,no,47.5442,3,2,2.5,139.3545,439572.8846153846,8,313.08311,83e4,yes
1.5,no,47.5797,3,0,1.75,154.21898,621633.3561643836,7,115.19972,662990,no
1.5,no,47.3578,4,0,2,91.97397,291361.8301886792,6,217.39302,22e4,no
1,no,47.5536,5,0,2,125.41905,387908.23711340205,7,174.65764,349950,yes
1,no,47.6273,3,0,2,168.15443,898288.8888888889,7,168.15443,55e4,no
1,no,47.5588,3,0,1.75,79.89658,322755.4054054054,6,217.39302,396e3,no
2,no,47.6638,4,0,1.5,136.56741,613701.2131147541,7,261.98646,635e3,no
1,no,47.7198,3,0,1,133.78032,383673.5,7,94.76106,293e3,no
1,no,47.4654,3,0,2.25,169.08346,381094.8823529412,7,194.16727,339e3,no
2,no,47.3679,4,0,2.25,173.72861,291361.8301886792,7,170.01248999999999,285e3,no
1.5,no,47.6684,6,0,2.75,136.56741,613701.2131147541,7,276.85094,775e3,no
1,no,47.3107,4,0,1.5,143.07062,240227.44444444444,7,148.6448,224e3,no
2,no,47.5744,4,3,3.5,370.68297,661249.6142857143,10,412.48932,225e4,no
1,no,47.2043,3,0,1,112.41263,299973.1956521739,7,111.4836,165050,no
1.5,no,47.5301,3,0,1.25,121.70293,387908.23711340205,7,114.27069,275e3,no
1,no,47.5572,5,0,3,130.0642,387908.23711340205,7,272.20579,445e3,no
1,no,47.771,3,0,2.25,269.4187,707649.0384615385,8,220.18010999999998,51e4,no
2,no,47.5934,4,0,2.5,215.53496,1201941.3333333333,9,282.42512,123e4,no
1,no,47.7674,3,0,1.5,143.07062,449624.4382022472,7,149.57383,39e4,no
1,no,47.7433,3,0,2.25,209.03175,453101.8181818182,8,218.32205,46e4,no
1,no,47.6001,3,0,1.75,243.40586,845423.4871794871,8,185.806,7e5,no
2,no,47.7073,4,1,3.5,294.50251,566253.814159292,10,327.94759,874150,no
2,no,47.7635,3,0,2.25,224.82526,449624.4382022472,8,206.24466,47e4,no
1,no,47.697,3,0,1.75,133.78032,784243.0384615385,6,185.806,374e3,no
1.5,no,47.4599,2,0,1.75,187.66406,420002.0588235294,7,112.41263,51e4,no
3,no,47.6713,2,0,2.5,113.34166,550494.7272727273,8,105.90942,467e3,no
2,no,47.7386,4,0,2.5,230.39944,453101.8181818182,8,226.68332,576e3,no
1,no,47.2804,3,0,2,104.05136,260301.53333333333,6,144.92867999999999,196440,no
2,no,47.709,4,0,2.5,309.36699,707649.0384615385,10,298.21863,825e3,no
1,no,47.7242,2,0,1,127.27711,566253.814159292,7,86.39979,281e3,no
3,no,47.7114,3,0,2.5,143.99965,459288.5595238095,7,165.553146,326e3,no
1,no,47.3583,3,0,1.75,146.415128,457073.5238095238,7,161.65122,34e4,no
1,no,47.3473,5,0,1.75,248.98004,297059.9894736842,9,342.81207,44e4,no
2,no,47.5937,4,0,2.5,272.20579,812857.2692307692,9,272.20579,749e3,no
1.5,no,47.7269,4,0,1,138.42547,566253.814159292,7,114.27069,34e4,no
2,no,47.5452,3,0,2,170.94152,532618.6666666666,7,185.806,561e3,yes
1,no,47.3605,3,0,2.25,142.14159,358796.1967213115,7,141.21256,27e4,no
1,no,47.619,2,0,1,209.03175,1166261.32,7,96.61912,6e5,yes
1,no,47.3628,4,0,1.5,106.83845,297059.9894736842,6,104.05136,219900,yes
2,no,47.2662,3,0,1.75,175.58667,343325.1168831169,8,280.56706,617e3,no
2,no,47.7208,3,0,2.25,171.87055,566253.814159292,8,169.08346,469e3,no
1,no,47.3058,3,0,1,164.252504,292943.45454545453,7,127.27711,229e3,no
2.5,no,47.6272,4,0,3,271.27676,987083.3333333334,9,290.78639,1265e3,no
1,no,47.7443,3,0,1.5,152.36092,449624.4382022472,7,152.36092,365e3,no
2,no,47.3477,4,0,2.5,253.62519,260301.53333333333,9,246.19295,429e3,no
2,no,47.7353,4,0,2.5,261.98646,393761.35135135136,9,264.77355,55e4,no
1,no,47.4582,3,0,2.5,173.72861,458176.52,7,169.08346,453e3,no
1,no,47.2966,3,0,1.5,109.62554,306381.61176470586,7,109.62554,187500,no
1,no,47.7556,6,0,2.5,140.28353,383673.5,7,174.65764,520500,no
1,no,47.4212,3,0,1.75,156.07704,294126.1052631579,7,118.91584,3e5,no
2,no,47.69,4,0,3.25,234.11556,624118.4778761062,9,289.85735999999997,799e3,no
2,no,47.3438,3,0,2.5,232.2575,358796.1967213115,8,229.47041,338e3,no
1.5,no,47.612,3,0,1,149.57383,616381.3461538461,8,157.9351,8e5,no
1,no,47.5275,2,1,2,125.41905,532618.6666666666,6,109.62554,36e4,no
1,no,47.7735,6,0,2.5,212.74787,686432.509090909,7,260.1284,442500,no
1,no,47.2313,4,3,1,237.83168,299973.1956521739,6,120.7739,7e5,no
1,no,47.5562,5,0,3,295.43154,1201941.3333333333,9,282.42512,83e4,no
2,no,47.7574,3,0,2.5,157.9351,503016.125,8,151.43189,360400,no
1,no,47.5407,3,0,1,121.70293,397054.58695652173,7,124.49002,345e3,no
1,no,47.4774,3,0,1.75,122.63195999999999,462353.45,7,170.01248999999999,3e5,no
1,no,47.5233,3,0,1,168.15443,397054.58695652173,7,115.19972,35e4,no
1,no,47.3708,4,0,2,182.08988,358796.1967213115,7,232.2575,368e3,no
1,no,47.3129,3,0,1.75,185.806,306381.61176470586,8,163.50928,264e3,no
1,no,47.3689,3,0,2,247.12198,358796.1967213115,9,247.12198,435e3,no
1.5,no,47.4819,3,0,1.5,203.45757,305465.86,6,191.38018,2e5,no
2,no,47.6848,5,0,2.5,185.806,591939.4716981133,8,235.97362,62e4,no
2,no,47.5774,5,0,4.25,202.52854,1201941.3333333333,10,448.72149,1679e3,no
1,no,47.5283,3,0,1.75,95.69009,343002.77142857143,7,130.0642,337e3,no
2,no,47.6377,4,0,3.25,317.72826,1406411.111111111,11,397.62484,1928e3,no
1,no,47.5816,4,0,2.5,182.08988,812857.2692307692,7,207.17369,544500,no
1,no,47.5832,1,4,1,93.83203,621633.3561643836,6,63.17404,252e3,yes
2,no,47.535,4,0,2.5,160.72219,322755.4054054054,8,217.39302,445e3,no
2,no,47.4617,3,0,2.25,143.99965,462353.45,7,192.30921,379500,no
1,no,47.3084,4,0,2,98.47718,260301.53333333333,6,177.44473,189950,no
1.5,no,47.609,3,0,1,197.88339,616381.3461538461,6,88.25785,469e3,no
